Tracking Number,Sent,Origin city (original),Origin city (used),Origin country,Origin Lat,Origin Long,Received,Destination city (original),Destination (used),Destination country,Destination Lat,Destination Long
655674661043,29/04/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,03/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
802310401994,23/05/2016,RIO DE JANEIRO,RIO DE JANEIRO,BR,-22.90278,-43.2075,27/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
783070623157,16/05/2016,TEOLO,ROME,IT,41.89193,12.51133,17/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395002762,26/05/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,27/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395002979,04/05/2016,LE HAURE,PARIS,FR,48.85341,2.3488,05/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395002980,09/05/2016,LEMAURE,PARIS,FR,48.85341,2.3488,10/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395002990,17/05/2016,LE HAVRE,LE HAVRE,FR,49.4938,0.10767,18/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395003004,19/05/2016,LE HAURE,PARIS,FR,48.85341,2.3488,20/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395008234,03/05/2016,ISTANBUL,ISTANBUL,TR,41.01384,28.94966,04/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395008245,13/05/2016,ISTANBUL,ISTANBUL,TR,41.01384,28.94966,16/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395008256,20/05/2016,ISTANBUL,ISTANBUL,TR,41.01384,28.94966,24/05/2016,LOGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395009506,02/05/2016,CARACAS OTTO. CAPITAL,CARACAS,VE,10.48801,-66.87919,05/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395009517,03/05/2016,CARACAS DTTO CAPITAL,CARACAS,VE,10.48801,-66.87919,09/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395013612,24/05/2016,CADIZ,CADIZ,ES,36.52978,-6.29465,25/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395013656,18/05/2016,CADIZ,CADIZ,ES,36.52978,-6.29465,19/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395013748,17/05/2016,REUS TARRAGONA,MADRID,ES,40.4165,-3.70256,18/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395013829,09/05/2016,CADIZ,CADIZ,ES,36.52978,-6.29465,10/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395013900,13/05/2016,CADIZ,CADIZ,ES,36.52978,-6.29465,16/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395013910,13/05/2016,CADIZ,CADIZ,ES,36.52978,-6.29465,16/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395013932,04/05/2016,CADIZ,CADIZ,ES,36.52978,-6.29465,05/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395013943,28/04/2016,CADIZ,CADIZ,ES,36.52978,-6.29465,29/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395013998,02/05/2016,REUS TARRAGONA,MADRID,ES,40.4165,-3.70256,03/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395015670,23/05/2016,ANTWERPEN,ANTWERPEN,BE,51.21989,4.40346,24/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395015681,23/05/2016,ANTWERPEN,ANTWERPEN,BE,51.21989,4.40346,24/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395015692,17/05/2016,ANTWERPEN,ANTWERPEN,BE,51.21989,4.40346,18/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395016585,19/05/2016,CADIZ,CADIZ,ES,36.52978,-6.29465,20/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395016596,19/05/2016,CADIZ,CADIZ,ES,36.52978,-6.29465,20/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395016633,19/05/2016,ONDA CASTELLA,MADRID,ES,40.4165,-3.70256,20/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395016725,19/05/2016,CADIZ,CADIZ,ES,36.52978,-6.29465,20/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395016791,06/05/2016,CADIZ,CADIZ,ES,36.52978,-6.29465,09/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395017000,20/05/2016,SANT VICENC DELS HORTS BCN,MADRID,ES,40.4165,-3.70256,23/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395017136,10/05/2016,O BURGO ACORU,MADRID,ES,40.4165,-3.70256,11/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395017353,10/05/2016,SANT VICENC DELS HORTS,SANT VICENC DELS HORTS,ES,41.39317,2.00689,11/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395017364,18/05/2016,SANT VICENC DELS HORTS BCN,MADRID,ES,40.4165,-3.70256,19/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395017375,10/05/2016,SANT VICENC DELS HORTS,SANT VICENC DELS HORTS,ES,41.39317,2.00689,11/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395017401,02/05/2016,ETXEBARRI BIZWAIA,MADRID,ES,40.4165,-3.70256,03/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395017434,16/05/2016,NAPOLI,ROME,IT,41.89193,12.51133,17/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395026211,14/05/2016,CAPE TOWN,CAPE TOWN,ZA,-33.92584,18.42322,17/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395026222,19/05/2016,CAPE TOWN,CAPE TOWN,ZA,-33.92584,18.42322,23/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395036050,18/05/2016,MARSEILLE,MARSEILLE,FR,43.29695,5.38107,23/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395038649,28/04/2016,SCR,PORT OF SPAIN,TT,10.66668,-61.51889,03/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395038650,03/05/2016,SCR,PORT OF SPAIN,TT,10.66668,-61.51889,05/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395038660,19/05/2016,SCRA,PORT OF SPAIN,TT,10.66668,-61.51889,23/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395038671,23/05/2016,SCR,PORT OF SPAIN,TT,10.66668,-61.51889,25/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395057596,17/05/2016,MUMBAI,MUMBAI,IN,19.07283,72.88261,19/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395057600,19/05/2016,MUMBAI,MUMBAI,IN,19.07283,72.88261,23/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395057699,14/05/2016,MUMBAI,MUMBAI,IN,19.07283,72.88261,18/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395057703,09/05/2016,MUMBAI,MUMBAI,IN,19.07283,72.88261,11/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395057714,06/05/2016,MUMBAI,MUMBAI,IN,19.07283,72.88261,09/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395057840,17/05/2016,HELSINKI,HELSINKI,FI,60.16952,24.93545,18/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395058088,28/04/2016,BRORUP,BRORUP,DK,55.48194,9.01756,29/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395058158,18/05/2016,BRORUP,BRORUP,DK,55.48194,9.01756,19/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395058170,02/05/2016,BRORUP,BRORUP,DK,55.48194,9.01756,03/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395058191,24/05/2016,BRORUP,BRORUP,DK,55.48194,9.01756,25/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395058228,20/05/2016,BRORUP,BRORUP,DK,55.48194,9.01756,23/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395058272,11/05/2016,BRORUP,BRORUP,DK,55.48194,9.01756,12/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395058283,17/05/2016,BRORUP,BRORUP,DK,55.48194,9.01756,18/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395058294,06/05/2016,BRORUP,BRORUP,DK,55.48194,9.01756,09/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395059371,09/05/2016,BERGEN,BERGEN,NO,52.80837,9.96374,10/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395059393,04/05/2016,BERGEN,BERGEN,NO,52.80837,9.96374,06/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395059408,02/05/2016,BERGEN,BERGEN,NO,52.80837,9.96374,04/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395059419,02/05/2016,BERGEN,BERGEN,NO,52.80837,9.96374,04/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
776344523852,23/05/2016,RAUNAS NOVADS,RIGA,LV,56.946,24.10589,24/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395059420,02/05/2016,BERGEN,BERGEN,NO,52.80837,9.96374,04/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395059452,13/05/2016,BERGEN 5096,OSLO,NO,59.91273,10.74609,16/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395059463,25/05/2016,BERGEN,BERGEN,NO,52.80837,9.96374,26/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395059831,23/05/2016,GDYNIA,GDYNIA,PL,54.51889,18.53188,24/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395059897,16/05/2016,GDYNIA,GDYNIA,PL,54.51889,18.53188,17/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395059901,02/05/2016,GDYNIA,GDYNIA,PL,54.51889,18.53188,03/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395060055,11/05/2016,AJMAN,AJMAN,AE,25.41111,55.43504,13/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395060125,02/05/2016,ISPORCE ATLANTIQUE PYRRENNES,PARIS,FR,48.85341,2.3488,04/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395060490,03/05/2016,KOLKATA,KOLKATA,IN,22.56263,88.36304,05/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395060504,07/05/2016,KOLKATA,KOLKATA,IN,22.56263,88.36304,10/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395060548,14/05/2016,KOLKATA,KOLKATA,IN,22.56263,88.36304,17/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395060559,27/04/2016,KOLKATA,KOLKATA,IN,22.56263,88.36304,29/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395060802,18/05/2016,DASMARINAS CAVITE,MANILA,PH,14.6042,120.9822,20/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395060835,13/05/2016,DASMARINAS CAVITE,MANILA,PH,14.6042,120.9822,16/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395060846,30/04/2016,DASMARINAS CITY CAVITE,MANILA,PH,14.6042,120.9822,04/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395061198,06/05/2016,SALVADOR,SALVADOR,BR,-12.97111,-38.51083,13/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395061202,13/05/2016,SAO PAULO,SAO PAULO,BR,-23.5475,-46.63611,20/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395061658,23/05/2016,RUGVICA,RUGVICA,HR,45.73611,16.23306,24/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395061669,24/05/2016,RUGVICA,RUGVICA,HR,45.73611,16.23306,25/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395062036,23/05/2016,LIMASSOL,LIMASSOL,CY,34.68406,33.03794,25/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395062047,04/05/2016,LIMASSOL,LIMASSOL,CY,34.68406,33.03794,06/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395062183,09/05/2016,ALGER,ALGIERS,DZ,36.7525,3.04197,11/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395062768,14/05/2016,TARANTO,TARANTO,IT,40.41639,17.25478,16/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395067325,29/04/2016,WAALWIJK,WAALWIJK,NL,51.6825,5.07083,03/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395067336,03/05/2016,WAALWIJK,WAALWIJK,NL,51.6825,5.07083,04/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395067347,10/05/2016,WAALWIJK,WAALWIJK,NL,51.6825,5.07083,11/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395067358,13/05/2016,WAALWIJK,WAALWIJK,NL,51.6825,5.07083,16/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395067369,17/05/2016,WAALWIJK,WAALWIJK,NL,51.6825,5.07083,18/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395067370,24/05/2016,WAALWIJK,WAALWIJK,NL,51.6825,5.07083,25/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
800209371061,03/05/2016,HUELVA HUELVA,MADRID,ES,40.4165,-3.70256,04/05/2016,LOCGHIDA'ESSEX,LONDON,GB,51.50853,-0.12574
808288558430,27/04/2016,S.J. LOS CAMPOS,BRASILIA,BR,-15.77972,-47.92972,03/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
808288558440,03/05/2016,ST DOS CAMPOS,BRASILIA,BR,-15.77972,-47.92972,06/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
808288558451,09/05/2016,SJ DOS CAMPOS,BRASILIA,BR,-15.77972,-47.92972,12/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
808288558462,13/05/2016,S.J.DOS CAMPOS,BRASILIA,BR,-15.77972,-47.92972,19/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
808288558473,17/05/2016,SJ DOS CAMPOS,BRASILIA,BR,-15.77972,-47.92972,20/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
808288558484,23/05/2016,SJ DEOS CAMPOS,BRASILIA,BR,-15.77972,-47.92972,27/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
808581498011,02/05/2016,ONDA CASTELLON,MADRID,ES,40.4165,-3.70256,09/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
857454543020,04/05/2016,MUMBAI MAHARASHTRA,NEW DELHI,IN,28.63576,77.22445,06/05/2016,ESSEX,ESSEX,GB,39.30927,-76.47496
857454543097,16/05/2016,MUMBAI MAHARASHTRA,NEW DELHI,IN,28.63576,77.22445,18/05/2016,AYH,LONDON,GB,51.50853,-0.12574
802310401928,05/05/2016,RIO DE JANEIRO,RIO DE JANEIRO,BR,-22.90278,-43.2075,12/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806418524060,09/05/2016,HAMBURG,HAMBURG,DE,53.57532,10.01534,10/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806021475730,20/05/2016,MESTRE-VENEEA,ROME,IT,41.89193,12.51133,25/05/2016,LONDON,LONDON,GB,42.98339,-81.23304
806418528845,02/05/2016,ROTTERDAM,ROTTERDAM,NL,51.9225,4.47917,03/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418526945,10/05/2016,ISTANBUL,ISTANBUL,TR,41.01384,28.94966,11/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418524107,09/05/2016,HAMBURG,HAMBURG,DE,53.57532,10.01534,10/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418526235,23/05/2016,HELSINKI,HELSINKI,FI,60.16952,24.93545,24/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418528867,18/05/2016,ROTTERDAM,ROTTERDAM,NL,51.9225,4.47917,19/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418528856,10/05/2016,ROTTERDAM,ROTTERDAM,NL,51.9225,4.47917,11/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
776333203189,13/05/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,16/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
776194451697,29/04/2016,RAUNAS NOVADS,RIGA,LV,56.946,24.10589,03/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
776194536601,29/04/2016,RAUNAS NOVADS,RIGA,LV,56.946,24.10589,03/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
776301122690,10/05/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,11/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
776246772098,03/05/2016,TEOLO,ROME,IT,41.89193,12.51133,04/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
802310401950,20/05/2016,RIO DE JANEIRO,RIO DE JANEIRO,BR,-22.90278,-43.2075,26/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
776344601519,23/05/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,24/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
776377696495,26/05/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,27/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
783111364406,18/05/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,19/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
802310401940,16/05/2016,RIO DE JANEIRO,RIO DE JANEIRO,BR,-22.90278,-43.2075,20/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
802310401917,29/04/2016,RIO DE JANEIRO,RIO DE JANEIRO,BR,-22.90278,-43.2075,06/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
801472045471,02/05/2016,GANDHIDHAM,GANDHIDHAM,IN,23.08333,70.13333,06/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
801472045405,09/05/2016,GANDHIDHAM,GANDHIDHAM,IN,23.08333,70.13333,12/05/2016,FOUGHTON,LONDON,GB,51.50853,-0.12574
802310401939,13/05/2016,RIO DE JANEIRO,RIO DE JANEIRO,BR,-22.90278,-43.2075,19/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
802310402008,27/04/2016,RIO DE JANEIRO,RIO DE JANEIRO,BR,-22.90278,-43.2075,03/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
804040990769,25/05/2016,CAGLIARI,CAGLIARI,IT,39.23054,9.11917,27/05/2016,LONDON,LONDON,GB,42.98339,-81.23304
803177268831,02/05/2016,VERACRUZ VERACRUZ,MEXICO CITY,MX,19.42847,-99.12766,05/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
803177268842,11/05/2016,VERACRUZ VERACRUZ,MEXICO CITY,MX,19.42847,-99.12766,16/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
804912559620,11/05/2016,BARRIGADA,HAGATNA,GU,13.47567,144.74886,13/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806418524048,03/05/2016,HAMBURG,HAMBURG,DE,53.57532,10.01534,04/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
804050549420,28/04/2016,MUMBAI,MUMBAI,IN,19.07283,72.88261,03/05/2016,ESSEX,ESSEX,GB,39.30927,-76.47496
804050549419,10/05/2016,MUMBAI MAHARASHTRA,NEW DELHI,IN,28.63576,77.22445,12/05/2016,FIFORD,LONDON,GB,51.50853,-0.12574
806418524015,29/04/2016,HAMBURG,HAMBURG,DE,53.57532,10.01534,03/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418523394,16/05/2016,AJMAN,AJMAN,AE,25.41111,55.43504,18/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806418526246,09/05/2016,HELSINKI,HELSINKI,FI,60.16952,24.93545,10/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418524070,13/05/2016,HAMBURG,HAMBURG,DE,53.57532,10.01534,16/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418524081,09/05/2016,HAMBURG,HAMBURG,DE,53.57532,10.01534,10/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418528834,29/04/2016,ROTTERDAM,ROTTERDAM,NL,51.9225,4.47917,03/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418524092,09/05/2016,HAMBURG,HAMBURG,DE,53.57532,10.01534,10/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806469670040,17/05/2016,ATHENS,ATHENS,GR,37.97945,23.71622,18/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806418526474,29/04/2016,ISTANBUL,ISTANBUL,TR,41.01384,28.94966,04/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418526268,04/05/2016,MOBILE,MOBILE,US,30.69436,-88.04305,06/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806418526956,03/05/2016,ISTANBUL,ISTANBUL,TR,41.01384,28.94966,04/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418526485,25/05/2016,ISTANBUL,ISTANBUL,TR,41.01384,28.94966,26/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806733124012,20/05/2016,GENOVA,GENOVA,IT,4.31667,-75.76667,23/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418528890,25/05/2016,ROTTERDAM,ROTTERDAM,NL,51.9225,4.47917,26/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418570529,29/04/2016,CUTTACK ODIAHA,NEW DELHI,IN,28.63576,77.22445,04/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418528889,23/05/2016,ROTTERDAM,ROTTERDAM,NL,51.9225,4.47917,24/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418528878,19/05/2016,ROTTERDAM,ROTTERDAM,NL,51.9225,4.47917,20/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418570518,03/05/2016,COTTAGE OMSHA,NEW DELHI,IN,28.63576,77.22445,06/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418569720,23/05/2016,TEOLO,ROME,IT,41.89193,12.51133,24/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418568702,24/05/2016,PORTO RAFTI,ATHENS,GR,37.97945,23.71622,25/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418568698,10/05/2016,ATHENS,ATHENS,GR,37.97945,23.71622,11/05/2016,LOUOGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418569764,05/05/2016,TEOLO,ROME,IT,41.89193,12.51133,06/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418570507,16/05/2016,CUTTACK ODISHA,NEW DELHI,IN,28.63576,77.22445,20/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418570492,23/05/2016,CUTTACK ODISHA,NEW DELHI,IN,28.63576,77.22445,26/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418569775,29/04/2016,TEOLO,ROME,IT,41.89193,12.51133,03/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418572944,16/05/2016,ASKIM,ASKIM,SE,59.58326,11.16286,17/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418571970,02/05/2016,WILRIJK,BRUSSELS,BE,50.85045,4.34878,03/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806477156637,09/05/2016,TRONDHEIM,TRONDHEIM,NO,63.43049,10.39506,10/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418572933,23/05/2016,ASKIM,ASKIM,SE,59.58326,11.16286,24/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418571981,09/05/2016,ANTWERPEN,ANTWERPEN,BE,51.21989,4.40346,10/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418572006,10/05/2016,ANTWERPEN,ANTWERPEN,BE,51.21989,4.40346,11/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418571992,12/05/2016,ANTWERPEN,ANTWERPEN,BE,51.21989,4.40346,13/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418572977,02/05/2016,ASKIM,ASKIM,SE,59.58326,11.16286,03/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806476926228,10/05/2016,ATHENS,ATHENS,GR,37.97945,23.71622,11/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418572966,09/05/2016,ASKIM,ASKIM,SE,59.58326,11.16286,10/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418572955,12/05/2016,ASKIM,ASKIM,SE,59.58326,11.16286,13/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418572988,28/04/2016,ASKIM,ASKIM,SE,59.58326,11.16286,29/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806473118240,07/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642,10/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395002692,29/04/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,03/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394978239,06/05/2016,STOCKHOLM,STOCKHOLM,SE,59.33258,18.0649,09/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395002545,18/05/2016,NAPOLI,ROME,IT,41.89193,12.51133,19/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
